Avg Speed STW,Mean Draft (m),Conso ME HSFO,INTRO_MULTIQUADRATIC,INTRP_QUINTIC,INTRP_THIN_PLATE,9454450_PROD_Conso,9454450_PREPROD_Conso,9454448_PROD_Conso,9454436_PROD_Conso,9454436_PREPROD_Conso,9454448_PREPROD_Conso
20.8,15.69,175.7,182.45,184.21,183.09,204.97,204.97,189.59,187.7,187.7,189.59
20.9,12.97,176.2,155.36,155.49,155.21,195.78,195.78,181.09,179.29,179.29,181.09
21.2,13.24,176.4,158.39,158.13,158.45,204.86,204.86,189.49,187.61,187.61,189.49
18.3,14.4,176.6,125.07,124.78,125.22,140.63,140.63,130.08,128.78,128.78,130.08
18.5,15.48,176.6,139.02,135.35,138.65,148.16,148.16,137.04,135.68,135.68,137.04
19.1,14.11,176.6,140.1,139.61,140.1,157.09,157.09,145.3,143.86,143.86,145.3
20.5,13.8,176.6,164.03,163.91,163.96,189.31,189.31,175.1,173.36,173.36,175.1
20.6,13.91,176.6,166.47,166.69,166.36,192.32,192.32,177.89,176.12,176.12,177.89
21.4,15.32,176.6,191.35,189.84,191.35,219.91,219.91,203.41,201.39,201.39,203.41
21.9,14.04,176.6,188.9,188.84,188.53,228,228,210.89,208.79,208.79,210.89
17.9,14.27,177.1,118.65,117.53,119.03,132.01,132.01,122.11,120.89,120.89,122.11
18.8,13.47,177.1,128.67,128.67,129.06,148.29,148.29,137.16,135.8,135.8,137.16
20.9,14.02,177.1,171.07,172.02,170.81,200.56,200.56,185.51,183.66,183.66,185.51
22.2,14.26,177.1,201.37,201.77,201.25,237.79,237.79,219.94,217.76,217.76,219.94
20,12.86,177.2,147.56,147.94,147.44,173.12,173.12,160.13,158.54,158.54,160.13
20.6,15,177.3,168.81,168.21,168.74,196.86,196.86,182.09,180.28,180.28,182.09
20.3,11.67,177.5,144.58,145.39,144.23,174.97,174.97,161.84,160.23,160.23,161.84
19.9,15.16,177.7,160.89,160.1,160.62,179.7,179.7,166.21,164.56,164.56,166.21
20.2,12.89,177.8,150.19,151.09,150.04,178.03,178.03,164.67,163.03,163.03,164.67
20.5,15.5,178.2,175.95,174.2,176.04,196.24,196.24,181.52,179.71,179.71,181.52
20.6,15.14,178.4,170.15,169.07,170.13,197.43,197.43,182.62,180.8,180.8,182.62
20.8,12.83,178.6,154.84,155.07,154.59,192.58,192.58,178.13,176.36,176.36,178.13
21.6,14.29,178.7,186.23,186.45,186.09,220.77,220.77,204.2,202.17,202.17,204.2
18.8,13.99,179,132.76,132.79,132.86,150.04,150.04,138.78,137.4,137.4,138.78
20.2,14.87,179,163.19,162.49,163.38,186.08,186.08,172.12,170.41,170.41,172.12
20.5,14.08,179,166.55,166.58,166.46,190.49,190.49,176.2,174.44,174.44,176.2
21.2,14.02,179,175.55,175.89,175.18,208.53,208.53,192.88,190.96,190.96,192.88
21.6,13.66,179.1,173.94,172.33,173.79,217.7,217.7,201.37,199.36,199.36,201.37
18.8,14.88,179.2,139.75,139.03,139.68,152.93,152.93,141.46,140.05,140.05,141.46
18.7,14.08,180,131.73,131.78,131.73,148.16,148.16,137.04,135.68,135.68,137.04
20.7,15.12,180.2,170.45,170.03,170.55,199.98,199.98,184.97,183.13,183.13,184.97
20.2,13.95,180.6,159.8,159.61,159.93,182.44,182.44,168.75,167.07,167.07,168.75
21.5,14.23,180.6,183.9,183.84,183.82,217.7,217.7,201.36,199.36,199.36,201.36
19.5,12.76,180.8,137.22,137.3,137.27,161.15,161.15,149.06,147.58,147.58,149.06
21.1,15.06,181.4,177.15,177.19,177.48,210.47,210.47,194.67,192.74,192.74,194.67
20.5,14.01,181.6,166.13,166.09,166.09,190.2,190.2,175.92,174.17,174.17,175.92
21.3,14.32,181.6,181.08,181.23,180.8,212.62,212.62,196.67,194.71,194.71,196.67
21.8,13.58,181.6,176.25,173.81,175.96,222.85,222.85,206.13,204.08,204.08,206.13
22.5,15.22,181.7,221.72,221.17,221.85,251.71,251.71,232.82,230.5,230.5,232.82
21.4,14.27,181.9,182.53,182.55,182.41,215.13,215.13,198.99,197.01,197.01,198.99
21.9,14.06,181.9,189.21,189.25,188.84,228.1,228.1,210.99,208.89,208.89,210.99
21.2,15.01,182,180.13,179.67,180.55,212.98,212.98,197,195.04,195.04,197
19.7,13.17,182.1,143.63,143.4,143.73,167.34,167.34,154.79,153.25,153.25,154.79
21.6,15.2,182.1,197.07,194.35,196.66,225.03,225.03,208.14,206.07,206.07,208.14
20.6,14.04,182.6,167.75,168.01,167.57,192.87,192.87,178.4,176.62,176.62,178.4
21.4,14.31,182.6,182.89,182.94,182.77,215.31,215.31,199.16,197.18,197.18,199.16
19.2,15.01,182.8,146.06,146.59,145.85,162.43,162.43,150.24,148.75,148.75,150.24
19.5,15.01,182.8,151.31,151.66,151.61,169.47,169.47,156.75,155.19,155.19,156.75
20.1,14.97,182.8,162.4,161.6,162.34,183.96,183.96,170.15,168.46,168.46,170.15
20.6,15.43,183.6,175.12,173.58,175.33,198.59,198.59,183.69,181.87,181.87,183.69
20.7,13.97,183.6,168.22,168.79,167.97,195.14,195.14,180.5,178.7,178.7,180.5
20.9,14.3,183.6,173.93,174.35,173.78,201.79,201.79,186.65,184.79,184.79,186.65
19.9,14.6,183.7,155.15,156.14,155.23,177.61,177.61,164.29,162.65,162.65,164.29
22.2,15.22,184.1,213.93,211.97,213.86,242.63,242.63,224.43,222.2,222.2,224.43
20.9,14.49,184.7,174.29,174.37,174.25,202.62,202.62,187.42,185.55,185.55,187.42
20.4,14.92,184.8,166.65,165.55,166.69,191.36,191.36,177,175.24,175.24,177
21.2,15.29,185.1,182.82,182.54,182.86,214.21,214.21,198.13,196.16,196.16,198.13
21.4,15.28,185.5,190.53,189,190.51,219.73,219.73,203.25,201.22,201.22,203.25
20.2,14.02,185.7,160.11,160.05,160.28,182.72,182.72,169.01,167.33,167.33,169.01
20.4,12.86,185.7,151.68,153.07,151.67,182.75,182.75,169.04,167.36,167.36,169.04
20.7,14.99,185.7,169.52,169.43,169.48,199.45,199.45,184.48,182.65,182.65,184.48
21.6,15.3,185.7,199.18,196.39,198.82,225.49,225.49,208.57,206.49,206.49,208.57
21.6,14.36,185.7,186.91,187.22,186.69,221.1,221.1,204.51,202.48,202.48,204.51
22.6,14.58,185.7,218.07,219.83,218.1,251.41,251.41,232.54,230.23,230.23,232.54
21.9,14.83,185.9,200.06,198.25,199.9,231.9,231.9,214.5,212.37,212.37,214.5
20.6,15.7,186.2,180.16,181.33,180.45,199.66,199.66,184.68,182.85,182.85,184.68
22.7,14.58,186.3,221.76,224.35,221.8,254.46,254.46,235.37,233.03,233.03,235.37
21.8,15.32,186.7,206.87,203.39,206.58,231.34,231.34,213.98,211.85,211.85,213.98
20.5,13.82,187.1,164.28,164.15,164.21,189.39,189.39,175.18,173.44,173.44,175.18
20.3,14.32,187.2,162.75,163.3,162.55,186.42,186.42,172.44,170.72,170.72,172.44
20.5,13.98,187.3,165.9,165.84,165.87,190.07,190.07,175.81,174.06,174.06,175.81
21.2,13.64,187.3,167.35,167.17,167.49,206.76,206.76,191.25,189.34,189.34,191.25
21,14.02,187.6,172.37,173.29,172.01,203.19,203.19,187.95,186.08,186.08,187.95
22.3,14.17,188.2,203.85,204.35,203.65,240.26,240.26,222.23,220.02,220.02,222.23
21.5,14.86,188.9,189.05,187.68,188.9,220.64,220.64,204.08,202.05,202.05,204.08
20.7,15.42,189.2,175.43,174.48,175.75,201.2,201.2,186.1,184.25,184.25,186.1
20.8,13.8,189.7,166.67,167.44,166.63,196.98,196.98,182.2,180.39,180.39,182.2
21.2,15.27,189.7,182.48,182.19,182.46,214.12,214.12,198.05,196.08,196.08,198.05
18.6,14.95,189.9,135.92,134.61,135.84,148.74,148.74,137.58,136.21,136.21,137.58
20.5,14.95,189.9,167.79,166.88,167.72,194.06,194.06,179.5,177.71,177.71,179.5
20.8,14.44,190,172.68,172.73,172.7,199.77,199.77,184.78,182.94,182.94,184.78
21.3,14.03,190.5,177.52,177.46,177.3,211.28,211.28,195.42,193.48,193.48,195.42
22.2,13.96,190.7,196.94,196.73,196.57,236.23,236.23,218.5,216.33,216.33,218.5
20,13.95,190.9,154.45,154.93,154.61,177.54,177.54,164.22,162.59,162.59,164.22
19.9,13.69,191.6,150.19,150.71,150.21,174.11,174.11,161.04,159.44,159.44,161.04
21.3,14.36,191.7,181.38,181.5,181.09,212.8,212.8,196.84,194.88,194.88,196.84
20.3,15.5,191.8,174.32,172.03,174.17,191.05,191.05,176.72,174.96,174.96,176.72
20.8,14.59,192,172.2,172.21,172.14,200.41,200.41,185.37,183.52,183.52,185.37
21.2,15.18,192.7,181.22,180.91,181.22,213.73,213.73,197.69,195.72,195.72,197.69
21.6,13.92,192.7,180.62,179.64,180.42,218.98,218.98,202.55,200.53,200.53,202.55
20.6,12.77,193.4,152.99,154.21,152.79,187.29,187.29,173.23,171.51,171.51,173.23
21.9,14.06,193.4,189.21,189.25,188.84,228.1,228.1,210.99,208.89,208.89,210.99
20.6,14.54,193.6,169.08,168.95,169.17,194.97,194.97,180.34,178.55,178.55,180.34
21.2,11.09,193.9,165.81,161.72,166.73,193.92,193.92,179.37,177.59,177.59,179.37
22,13.2,194.2,173.84,167.92,173.47,226.49,226.49,209.49,207.41,207.41,209.49
20.4,15.43,194.3,174.1,171.61,174.05,193.37,193.37,178.86,177.08,177.08,178.86
20.4,15.37,194.3,173.02,170.42,172.93,193.13,193.13,178.64,176.86,176.86,178.64
22.7,15.31,194.4,230.83,230.66,231.57,258.34,258.34,238.96,236.58,236.58,238.96
20.2,14.88,194.5,163.29,162.55,163.48,186.12,186.12,172.16,170.44,170.44,172.16
19.9,15.37,194.6,164.25,162.94,163.98,180.46,180.46,166.92,165.26,165.26,166.92
21.3,15.71,194.6,197.63,199.39,198.23,218.81,218.81,202.39,200.38,200.38,202.39
21.8,15.27,194.7,205.66,202.16,205.31,231.1,231.1,213.76,211.63,211.63,213.76
22.3,14.13,194.7,203.3,203.77,203.05,240.04,240.04,222.03,219.82,219.82,222.03
21,14.44,194.9,176.07,176.25,175.97,205.06,205.06,189.67,187.79,187.79,189.67
20.2,14.03,195.7,160.14,160.11,160.31,182.76,182.76,169.05,167.37,167.37,169.05
21.5,13.57,195.7,169.51,168.17,169.5,214.52,214.52,198.42,196.45,196.45,198.42
21.8,13.55,195.7,175.44,172.87,175.16,222.7,222.7,205.99,203.94,203.94,205.99
20.1,14.87,196.1,161.21,160.9,161.26,183.58,183.58,169.8,168.11,168.11,169.8
21.3,14.45,196.7,181.89,181.92,181.63,213.22,213.22,197.22,195.26,195.26,197.22
20.5,10.62,196.8,153.8,153.66,154.17,174.55,174.55,161.45,159.85,159.85,161.45
21.2,13.93,196.8,173.96,174.16,173.71,208.11,208.11,192.5,190.58,190.58,192.5
18.8,14.98,197,140.13,139.21,140.02,153.25,153.25,141.75,140.34,140.34,141.75
20.5,15.48,197.8,175.59,173.72,175.69,196.17,196.17,181.45,179.64,179.64,181.45
21.2,14.62,197.8,180.14,179.95,180.04,211.25,211.25,195.4,193.46,193.46,195.4
20.2,15.37,197.9,170.74,168.11,170.47,188,188,173.89,172.16,172.16,173.89
21.3,14.83,198,182.92,182.13,183.02,214.94,214.94,198.81,196.83,196.83,198.81
20.4,14,198.3,164.4,164.17,164.42,187.63,187.63,173.55,171.82,171.82,173.55
19.7,12.87,198.8,142.25,142.13,142.37,166.15,166.15,153.69,152.16,152.16,153.69
20.4,14.71,199.3,165.58,165.22,165.71,190.53,190.53,176.23,174.48,174.48,176.23
22.5,13.81,199.8,205.97,206.44,205.54,244.24,244.24,225.91,223.66,223.66,225.91
20.9,14.72,200.2,173.17,173.36,173.14,203.61,203.61,188.33,186.46,186.46,188.33
21.8,14.8,200.6,196.89,195.36,196.67,228.87,228.87,211.7,209.59,209.59,211.7
20.2,13.09,200.8,151.78,152.23,151.85,178.88,178.88,165.45,163.81,163.81,165.45
20.2,15,201,164.69,163.35,164.66,186.59,186.59,172.59,170.87,170.87,172.59
21.6,14.23,201,185.59,185.67,185.48,220.48,220.48,203.93,201.91,201.91,203.93
22,13.64,201.4,183.72,181.18,183.32,228.8,228.8,211.63,209.53,209.53,211.63
21,14.17,201.5,174.33,175.11,174.04,203.87,203.87,188.57,186.69,186.69,188.57
20.8,14.46,201.7,172.66,172.68,172.68,199.85,199.85,184.85,183.02,183.02,184.85
22,14.92,202.3,204.05,201.82,204.01,235.25,235.25,217.6,215.43,215.43,217.6
20.4,14.89,202.7,166.44,165.45,166.52,191.24,191.24,176.89,175.13,175.13,176.89
19.5,14.9,202.8,150.84,151.23,151.1,169.08,169.08,156.39,154.84,154.84,156.39
20.6,14.98,203,168.69,168.15,168.62,196.78,196.78,182.02,180.21,180.21,182.02
22,15.87,203.2,225.67,232.13,226.65,239.79,239.79,221.8,219.59,219.59,221.8
19.5,14.59,203.7,149.87,149.98,149.8,167.98,167.98,155.38,153.83,153.83,155.38
21.9,12.55,204.4,166.57,156.92,165.86,220.21,220.21,203.69,201.66,201.66,203.69
22.8,15.69,204.7,241.66,246.95,243.63,263.46,263.46,243.69,241.27,241.27,243.69
19.6,14.47,204.8,150.43,150.69,150.57,169.91,169.91,157.17,155.6,155.6,157.17
22.1,15.32,205.8,214.35,211.78,214.25,240.14,240.14,222.13,219.91,219.91,222.13
20.9,14.74,206.4,173.05,173.26,173.01,203.7,203.7,188.41,186.54,186.54,188.41
22.2,14.13,206.4,199.6,199.93,199.35,237.11,237.11,219.32,217.14,217.14,219.32
22.1,14.83,206.6,205.11,203.58,205.2,237.74,237.74,219.9,217.71,217.71,219.9
22,14.32,206.8,195.58,196.15,195.34,232.28,232.28,214.85,212.71,212.71,214.85
20.5,14.46,207.6,167.26,167.31,167.28,192.07,192.07,177.66,175.89,175.89,177.66
20,15.29,208.8,165.33,163.62,165,182.66,182.66,168.95,167.27,167.27,168.95
19.4,14.46,210.6,148.08,147.81,148.08,165.18,165.18,152.79,151.27,151.27,152.79
22.7,14.06,210.6,217.83,221.07,217.65,251.61,251.61,232.73,230.42,230.42,232.73
21.9,9.66,210.7,186.93,211.4,191.57,203.06,203.06,187.83,185.96,185.96,187.83
23,15.33,210.7,241.66,243.62,242.78,267.89,267.89,247.79,245.33,245.33,247.79
19.7,14.46,210.8,151.59,152.14,151.9,172.26,172.26,159.33,157.75,157.75,159.33
20.2,15.48,210.9,172.6,170.26,172.37,188.42,188.42,174.28,172.54,172.54,174.28
22.7,13.96,211.9,216.42,219.52,216.15,251.06,251.06,232.22,229.91,229.91,232.22
23,13.69,212.7,223.53,229.5,223.48,258.67,258.67,239.26,236.88,236.88,239.26
21.5,15.34,212.8,196.01,193.84,195.84,222.82,222.82,206.1,204.05,204.05,206.1
21.8,14.91,213.9,198.65,196.39,198.5,229.4,229.4,212.19,210.07,210.07,212.19
20.6,14.43,214.6,169.23,169.21,169.3,194.51,194.51,179.92,178.13,178.13,179.92
21.2,14.36,216.9,179.45,179.69,179.17,210.08,210.08,194.32,192.39,192.39,194.32
22,14.93,217.9,204.21,201.93,204.18,235.3,235.3,217.64,215.48,215.48,217.64
21.2,14.23,218.2,178.39,178.77,178.07,209.49,209.49,193.77,191.85,191.85,193.77
19.3,13.49,218.5,137.31,136.64,137.83,159.4,159.4,147.44,145.97,145.97,147.44
22.5,13.91,219.5,207.72,208.67,207.37,244.78,244.78,226.42,224.16,224.16,226.42
21.8,14.66,223,194.78,194.23,194.51,228.2,228.2,211.08,208.98,208.98,211.08
21,10.59,224,164.71,164.84,166.34,186.28,186.28,172.3,170.59,170.59,172.3
21.7,15.11,224.1,198.99,196.04,198.7,227.47,227.47,210.4,208.31,208.31,210.4
21.5,14.84,225.7,188.88,187.59,188.73,220.55,220.55,204,201.97,201.97,204
22.1,14.96,226,207,204.95,207.15,238.38,238.38,220.49,218.3,218.3,220.49
22.1,14.96,226,207,204.95,207.15,238.38,238.38,220.49,218.3,218.3,220.49
21.6,14.07,226.2,183.43,182.99,183.32,219.71,219.71,203.22,201.2,201.2,203.22
22,15.34,227.1,212.74,209.66,212.67,237.28,237.28,219.48,217.29,217.29,219.48
22.5,15.69,228.4,233.79,236.92,235.3,254.09,254.09,235.02,232.68,232.68,235.02
22.1,14.42,228.8,200,200.21,200.04,235.68,235.68,218,215.83,215.83,218
22.4,15.88,229.3,235.36,244.09,237.4,251.95,251.95,233.05,230.73,230.73,233.05
21.3,15.31,230,187.02,186.17,187.21,217.07,217.07,200.78,198.78,198.78,200.78
22.5,14.25,230.1,212.36,213.73,212.33,246.62,246.62,228.12,225.85,225.85,228.12
20.2,15.92,232.1,178.62,183.11,179.02,190.06,190.06,175.8,174.05,174.05,175.8
21.5,14.68,232.1,187.57,186.99,187.44,219.81,219.81,203.32,201.29,201.29,203.32
22.3,14.23,232.1,204.62,205.13,204.51,240.57,240.57,222.52,220.3,220.3,222.52
21.4,14.31,232.5,182.89,182.94,182.77,215.31,215.31,199.16,197.18,197.18,199.16
21.7,14.3,232.5,188.12,188.58,187.84,223.62,223.62,206.84,204.78,204.78,206.84
20.3,13.62,233,158.95,158.61,159.1,183.55,183.55,169.78,168.09,168.09,169.78
21.9,14.99,233.1,202.76,200.02,202.68,232.67,232.67,215.21,213.07,213.07,215.21
22.4,15.26,233.1,219.59,218.71,219.7,248.86,248.86,230.19,227.9,227.9,230.19
19.8,15.91,234.1,169.71,173.07,170.08,179.91,179.91,166.41,164.75,164.75,166.41
21.5,14.68,234.1,187.57,186.99,187.44,219.81,219.81,203.32,201.29,201.29,203.32
22.6,14.91,234.1,220.52,221.04,220.86,253.16,253.16,234.16,231.83,231.83,234.16
22.2,14.41,234.5,203.16,203.34,203.25,238.56,238.56,220.66,218.46,218.46,220.66
20.7,13.89,235.1,167.2,167.76,167.08,194.79,194.79,180.18,178.38,178.38,180.18
22,14.91,235.1,203.89,201.71,203.85,235.2,235.2,217.55,215.39,215.39,217.55
23.4,13.1,236.1,229.08,235.16,230.22,267.48,267.48,247.41,244.95,244.95,247.41
22.2,15.85,237.1,229.94,236.68,231.25,245.7,245.7,227.27,225,225,227.27
23.1,9.97,237.1,214.19,251.48,220.68,237.26,237.26,219.46,217.28,217.28,219.46
22.1,14.92,238.1,206.39,204.49,206.54,238.18,238.18,220.31,218.12,218.12,220.31
21.3,15.33,239.6,187.43,186.59,187.65,217.16,217.16,200.86,198.86,198.86,200.86
22,15.84,239.9,225.06,230.42,225.88,239.65,239.65,221.67,219.46,219.46,221.67
23.7,13.1,240.1,237.77,245.83,239.49,276.96,276.96,256.18,253.63,253.63,256.18
21.8,14.99,241.2,200,197.3,199.88,229.78,229.78,212.54,210.42,210.42,212.54
23.5,13.48,241.8,236.37,246.35,237.14,273.02,273.02,252.54,250.02,250.02,252.54
21.5,15.6,242.1,202.85,202.15,203.05,223.99,223.99,207.18,205.12,205.12,207.18
21.8,15.98,242.2,222.55,232.5,224.06,234.38,234.38,216.79,214.63,214.63,216.79
21.7,15.98,243.2,219.49,229.04,220.97,231.45,231.45,214.08,211.95,211.95,214.08
22.6,14.46,243.2,217.51,219.49,217.58,250.77,250.77,231.95,229.64,229.64,231.95
21.3,12.73,244.2,159.64,155.12,159.07,205.01,205.01,189.62,187.74,187.74,189.62
21.3,15.3,245.4,186.83,185.97,187,217.03,217.03,200.74,198.74,198.74,200.74
23.2,13.5,247.6,227.8,234.96,228.16,263.72,263.72,243.93,241.5,241.5,243.93
22,15.44,248.2,215.38,212.72,215.51,237.76,237.76,219.92,217.73,217.73,219.92
22,15.54,248.5,218.01,216.3,218.24,238.23,238.23,220.36,218.17,218.17,220.36
23,14.19,248.5,229.78,237.14,229.95,261.56,261.56,241.93,239.52,239.52,241.93
24,13.11,249.2,243.45,248.88,245.51,286.72,286.72,265.2,262.57,262.57,265.2
22.8,15.05,250.9,230.41,230.87,231.17,260.08,260.08,240.57,238.17,238.17,240.57
21.7,9.94,251.2,184.25,198.04,188.85,199.79,199.79,184.8,182.96,182.96,184.8
21.7,15.98,251.2,219.49,229.04,220.97,231.45,231.45,214.08,211.95,211.95,214.08
23,10.61,252.2,219.32,238.5,226.83,239.03,239.03,221.09,218.89,218.89,221.09
21.5,15.39,253.3,197.21,195.13,197.12,223.05,223.05,206.31,204.26,204.26,206.31
21.8,15.42,253.3,209.44,206.23,209.35,231.8,231.8,214.41,212.28,212.28,214.41
23.9,13.1,253.3,241.83,248.82,243.83,283.4,283.4,262.13,259.52,259.52,262.13
22.6,15.56,255.3,233.34,234.58,234.61,256.53,256.53,237.28,234.92,234.92,237.28
23.2,13.89,255.3,232.72,242.59,233.05,266.06,266.06,246.09,243.64,243.64,246.09
22.7,14.22,255.5,219.61,222.83,219.64,252.5,252.5,233.55,231.23,231.23,233.55
22.2,13.38,256,185.18,180.26,184.77,233.14,233.14,215.65,213.5,213.5,215.65
21,12.74,256.3,157.26,155.39,156.93,197.26,197.26,182.46,180.64,180.64,182.46
21.9,15.48,256.3,213.95,211.24,214.07,235,235,217.37,215.21,215.21,217.37
22.4,15.58,258.2,228.3,229.01,229.26,250.47,250.47,231.67,229.37,229.37,231.67
24.4,15.03,258.2,258.4,256.03,258.95,312.95,312.95,289.47,286.59,286.59,289.47
21.5,14.34,259.3,184.96,185.07,184.88,218.22,218.22,201.84,199.84,199.84,201.84
23,15.23,260.3,240.37,241.94,241.36,267.35,267.35,247.29,244.83,244.83,247.29
23.7,13.05,260.3,237.28,245.22,239.16,276.63,276.63,255.87,253.33,253.33,255.87
24,15.69,260.4,262.9,281.56,266.24,303.13,303.13,280.38,277.59,277.59,280.38
22.7,15.07,260.9,226.61,226.67,227.29,257.08,257.08,237.79,235.42,235.42,237.79
23.7,10.61,264.4,233.57,269.54,241.23,259.45,259.45,239.98,237.59,237.59,239.98
22.5,15.25,265.4,222.38,221.8,222.57,251.86,251.86,232.96,230.64,230.64,232.96
24.6,15.03,265.5,259.44,246.11,259.48,320.01,320.01,296,293.06,293.06,296
21.3,13.89,267.4,174.85,174.51,174.83,210.62,210.62,194.82,192.88,192.88,194.82
24.1,15.69,267.8,263.98,282.24,267.21,306.59,306.59,283.59,280.77,280.77,283.59
22.9,15.31,268.4,238.1,238.98,239.18,264.61,264.61,244.76,242.32,242.32,244.76
22.6,15.79,271.4,238.58,245.06,240.78,257.7,257.7,238.36,235.99,235.99,238.36
22.8,15.21,273.4,232.85,232.9,233.75,260.94,260.94,241.36,238.95,238.95,241.36
21.2,15,276.5,180.1,179.64,180.53,212.94,212.94,196.96,195,195,196.96
22.7,15.79,280.5,241.03,248.3,243.43,260.82,260.82,241.25,238.85,238.85,241.25
24.3,10.61,283.5,239.59,274.06,245.32,277.81,277.81,256.96,254.4,254.4,256.96
23.2,15.05,284.3,244.14,248.67,245.04,272.75,272.75,252.28,249.77,249.77,252.28
24.6,15.45,287.1,265.84,263.36,267.07,322.76,322.76,298.54,295.57,295.57,298.54
